module	logFC	AveExpr	t	P.Value	adj.P.Val	B	Directionality x -log10(p.adj)	regulation	wild01	wild02	wild03	wild04	wild05	wild06	wild07	wild08	wild09	wild10	lab01	lab02	lab03	lab04	lab05	lab06	lab07	lab08	lab09	lab10	fam01	fam02	fam03	fam04	fam05	fam06	fam07	fam08	fam09	fam10	res01	res02	res03	res04	res05	res06	res07	res08	res09	res10	hos01	hos02	hos03	hos04	hos05	hos06	hos07	hos08	hos09	hos10
MetaB_M066	0.210137428099037	-1.30681056254023e-16	6.48848000892706	3.0314455707888e-09	2.95691781230315e-08	10.8281355698971	7.52916074654567	Human_up	-0.205473198548138	-0.268181689489363	-0.150848690091347	-0.275868056197671	-0.257110375562805	-0.244717774643211	-0.223394677308449	-0.200508854912041	-0.250012069230725	-0.2199625509857	0.00977804476080039	-0.0666853199925816	0.106822666996806	0.0687949636019045	0.0259068635403732	-0.126383498129531	-0.0342919908151075	-0.0913327401318631	-0.0642169055439667	-0.0539632845058326	0.125619693554943	0.0963085801640096	0.0793230916152775	0.0949373175712456	0.104520951275521	-0.0820207530207582	-0.08218566114709	0.101103997570147	0.0865216411955369	0.0539370343476809	0.0836999622017489	0.180038538170658	0.0823296912780645	0.0811454641239906	-0.0442065957802752	-0.00143167903874416	0.0205590111576551	-0.0129127909113135	0.0730407940992906	0.10829645822933	0.110938825962223	0.127854409286702	0.258455597290655	0.102826323022293	0.142168608708036	0.181612048505525	0.00638775057031212	0.264633566156468	0.129003160276947	0.0491441007523627
MetaB_M084	0.21002308193741	7.56339435525888e-18	6.48351607696189	3.10324798957914e-09	2.95691781230315e-08	10.8055181730595	7.52916074654567	Human_up	-0.281268769594358	-0.271159226222904	-0.199136879207785	-0.248736556485178	-0.25733516849627	-0.26524192107987	-0.229801600382053	-0.2395659972141	-0.270349639306102	-0.278609766117836	-0.0777341473326033	0.0217128578462784	0.0211141289292043	0.0495458461727031	-0.0534838098333	0.014769234480018	0.0317047385360219	0.0117121662914416	-0.0356164133277486	0.0372039390955192	0.0648754725264175	0.0410205541118877	0.044984632045476	0.0406304649282745	0.0746248515685478	0.0328887008707658	-0.00982227503491897	0.00627445548444773	-0.00345832261284917	0.0222370803312841	0.183792657112031	0.0824061363647326	0.134641577930291	0.150998547165824	-0.0144616965304788	0.125939836617779	0.0591797912896708	0.118486018844353	0.0683186399267807	0.117004133214184	0.140645500309247	0.176924416229342	0.173039928575558	0.107496059293705	0.15279590601223	0.152419985301394	0.0204205905239776	0.0558640922333858	0.197555173779431	0.00255407483615108
MetaB_M133	0.209821111063196	2.0122792321331e-17	6.47475626130242	3.23407710820126e-09	2.95691781230315e-08	10.7656227460116	7.52916074654567	Human_up	-0.284996976153877	-0.267920585643454	-0.209707817653043	-0.282287886807408	-0.278111577051634	-0.245597319181978	-0.23726536507268	-0.240132284700225	-0.303108814664601	-0.257192617380705	-0.0108126391841137	-0.0159068407087059	-0.00394374795453852	-0.0209400226478035	0.0128273635824303	-0.016982454762054	0.120840286907921	0.0419125104442666	0.0132758001799229	-0.0318023443060718	0.0823098609047195	0.0309900691451952	0.173557616942742	0.142293930448613	0.133199860679998	0.00995394668027449	-0.0148078508974781	0.0727887998170471	0.162998491543575	0.06092078653778	0.0913366659782433	0.0850424042279422	0.0625978683897192	0.179572777409392	-0.00597372312910985	0.0572132354511138	0.0566097190916372	0.0465448988923395	0.0425933478781171	0.063369486049607	0.12884471779024	0.105112673136013	0.130996503751493	0.137706754961463	0.108873726903538	0.141366347961462	0.0131832262980805	0.113633083002249	0.0889613161354205	0.0160627907769259
MetaB_M056	0.211192110609536	7.14706072102445e-18	6.53442132850554	2.44015321027978e-09	2.95691781230315e-08	11.0377946234069	7.52916074654567	Human_up	-0.254140273379683	-0.264853385595114	-0.184228140655963	-0.272783917763408	-0.281721799157103	-0.248454048857781	-0.241948566582009	-0.240196841774885	-0.277505963665864	-0.270868136198825	0.0355249625506225	0.0277123184322873	-0.0128875967938242	-0.00583726658089717	0.0272768005346423	0.0252532382716477	-0.0480034628267836	-0.0474494834434299	0.0487351290466357	-0.0479288928746927	0.0688665612873599	0.0228947327179012	0.14575252343209	0.109825302979634	0.115943341338264	-0.0977190313977063	0.0285989486307344	0.100858555901295	0.0119681838535069	0.0552818103035187	0.102329152244665	0.142997693515678	0.0923792491155362	0.100778858061682	-0.00872472991567553	-0.00152493415540513	0.0226949950318921	0.0290312681643813	0.142898742347007	0.0436865597557724	0.147445669055496	0.153606157590985	0.169072434914987	0.179122207864983	0.125311684117403	0.126037548589673	0.0710391978113983	0.17227256830402	0.111320787521911	0.0502592883314399
MetaB_M030	0.2151044201813	-1.97238059218563e-17	6.70735978908753	1.07275894119961e-09	2.57462145887906e-08	11.8322700532155	7.58928661532375	Human_up	-0.168015742250625	-0.205641252257015	-0.117821736804207	-0.212105694250375	-0.184992613102004	-0.191015335983337	-0.183897695473084	-0.189277483636261	-0.20708996382385	-0.222609808887905	-0.00937432631142259	-0.0418297445673962	-0.0818599352288089	-0.0458970226192752	-0.0285782652939547	-0.13221156693761	-0.215656652120506	-0.201328126498076	0.00848178349015927	0.0494681403799496	-0.0560220696119935	0.0923043165214347	-0.0233791196710433	-0.0216727383896138	-0.127573002168078	0.0588762419120272	-0.0844184650176641	0.0579246598273592	-0.00556514741075412	0.0315629962058132	0.0612611779805611	0.0904173631595394	0.0428122407128398	0.125805837314079	0.0213887726213859	0.0825240922175174	0.0808039678066568	0.0551029676835781	0.233042948223241	0.128045629463278	0.203898125725531	0.163281516751874	0.162576028228946	0.0689097867375481	0.176074454462288	0.224789778260966	0.0286006372019676	0.18248494548125	0.309111012580296	0.218284087364772
MetaB_M034	0.216831351085557	-9.50194783966296e-18	6.78500166656258	7.39913982478035e-10	2.43893936110119e-08	12.1915421738589	7.61279899733552	Human_up	-0.129091931125281	-0.151935426199661	0.0262935415081061	-0.176809440167419	-0.163351645825174	-0.138881122913055	-0.0873287149854051	-0.0696265808280407	-0.161183144565978	-0.151072415154457	-0.248098090291115	-0.0974097716045567	-0.13011919600192	-0.00755300516974939	-0.18053411213221	-0.201403990170695	-0.0610682312922969	-0.168317445632537	-0.159745262372936	-0.144740228102302	-0.0189911577163032	0.0086161905141587	-0.0456238585012555	-0.0468154832481246	-0.054798420363976	-0.0526975833325674	-0.0568067476655417	-0.144494445712923	0.0900491312621665	-0.0568917380616586	0.118189039627738	0.0905126976387937	0.0644171502282466	0.165203752615823	0.118012000007438	0.0871607635404749	0.168405230876377	0.109269349860041	0.102579159989135	0.120000285838283	0.149797846442974	0.193016103373962	0.252290614215031	0.00167104997914575	0.24756837024299	0.274985759515175	0.147731802315656	0.200835642765779	0.232511478265397	0.136272228514247
MetaB_M127	0.216206656814694	1.25333771139324e-17	6.7568211814255	8.46853944826803e-10	2.43893936110119e-08	12.0609632015974	7.61279899733552	Human_up	-0.225241192294895	-0.249606157889897	-0.133652871306195	-0.249614266692872	-0.246484187938563	-0.234499339117969	-0.203477876579826	-0.197281245022891	-0.253741061533736	-0.24213286680762	-0.0852737883600295	-0.0408764519287518	-0.0527312087833766	0.173854186208584	-0.0408193186901932	-0.12454146928535	-0.0668694623623871	-0.123183359802824	0.0897191406871429	-0.088027084274676	0.0131288187460448	-0.033914884000477	0.0225803331574313	-0.000356809326120026	-0.0113324359853788	0.0579888421456247	-0.0182306715097541	-0.0249574097758143	0.0504255220014256	0.0113163800684612	0.0954573374564496	0.0703717903354408	0.0944234980519825	0.139233614001125	0.108066408710727	0.0407321777246081	0.128680354984149	0.0731120085317152	0.110842028422115	0.0484189828865155	0.166888645020434	0.121621536182769	0.157905210803309	0.206298446128987	0.15699901364641	0.191699565489057	0.144835228492923	0.285695392118939	0.107797873788932	0.0787530834782948
MetaB_M037	0.218472432526751	4.00113969734051e-17	6.85955151052514	5.17228438182703e-10	2.43893936110119e-08	12.5379455631501	7.61279899733552	Human_up	-0.24803562704415	-0.266690544827572	-0.151114438188943	-0.265817177304674	-0.265789487177988	-0.254650809039507	-0.21917495415446	-0.209168889680947	-0.26956271816829	-0.258031009678768	-0.109687527544148	-0.057069851259316	-0.0697769974176102	0.0576821122284398	-0.0314993468919731	0.016020679285372	0.0760466427088553	0.0303982402268712	-0.0375341617904496	-0.0882133246017519	-0.0223105368289753	-0.0484105767423564	0.112635094083689	0.120550412479525	0.125560069822237	-0.0184504124163662	0.0916995081556864	-0.00329427792567666	0.140821730017379	0.0260723516222163	0.0709408127944953	0.0845908471199463	0.098591470823403	0.17361252607983	0.158329972404066	0.0323890911886729	0.14171538139518	0.0640012136034804	0.0531232224724563	0.00763957797373941	0.0801050683525875	0.114932018123206	0.133244190373819	0.246855218152734	0.124977065271783	0.136392410554205	0.118850262667684	0.193179178046967	0.0456799739786898	0.0176463266767085
MetaB_M003	0.229249548738075	3.2534738791945e-17	7.36910177549471	4.33011710532898e-11	3.11768431583686e-09	14.9397876797847	8.50616786183189	Human_up	-0.203689650008036	-0.197745175750606	-0.073637659734043	-0.22704272476502	-0.214595654160777	-0.211891458804491	-0.161911938844525	-0.139645039763845	-0.209416352522747	-0.20823471384178	-0.13913610178313	-0.132452062325878	-0.126189953179379	-0.00206076536902727	-0.109347995374499	-0.16848698458669	0.0858168041507845	-0.0325587390403121	-0.140953875544135	-0.137814543608762	-0.074630982572803	0.046964044813301	0.034694565793348	0.0765782151330612	0.0839004157304919	-0.110391855503761	-0.0409307228034756	-0.0552237974978909	0.146215528604593	-0.0253798283584503	0.0773883939175863	0.0961917212460685	0.10767266172219	0.274182854630995	0.0787088843854938	0.0131455432277451	0.137686242122135	0.0905871736138641	0.171441377924073	0.140685680586322	0.115898982846124	0.0785473111022748	0.209264069274832	0.042652849510626	0.191203039342533	0.163518957654643	0.199768130200809	0.211948297170766	0.173771399537537	0.0949354315018676
MetaB_M077	0.23350327796434	-7.0082828429463e-18	7.58062162646945	1.52357320534534e-11	2.19394541569729e-09	15.9522072016997	8.65877418166393	Human_up	-0.255903278499399	-0.274272472247919	-0.172391927754167	-0.271164916346083	-0.277151996914126	-0.261691756120235	-0.232189536826551	-0.226175803360483	-0.277022051463298	-0.271187940913463	-0.0688206779397666	-0.0109704888890118	-0.00854205203960909	-0.0260836180765102	-0.031384191935112	-0.00634723455102584	-0.0420357710862512	-0.0413340638554499	-0.0258035099383427	-0.0215660468152737	0.0488059818620426	0.0222802568080419	0.0552833834685985	0.0171531432800005	0.0342694822062259	0.0168762175452761	0.0411409829925642	0.00742796496807227	0.0375086219991898	0.0374653216258715	0.103919380803662	0.100151353512207	0.0891871022148886	0.13556335420243	0.0612990671911289	0.0968474491670327	0.115173632523125	0.102923699888997	0.106111805579832	0.0907008602074657	0.149987462796213	0.162334570565534	0.141756239475571	0.146187208503701	0.17901334251791	0.201763766380486	0.0987715112262005	0.142134898849524	0.156770147048801	0.103231126161484
