gene	Bger_1	Bger_2	Bger_3	Bger_4	Bger_5	Bger_6	Esin_1	Esin_2	Esin_3	Esin_4	Esin_5	Esin_6	Pame_1	Pame_2	Pame_3	Pame_4	Pame_5	Pame_6	Pful_1	Pful_2	Pful_3	Pful_4	Pful_5	Pful_6
K00052	211.2096362	227.3154425	222.3923673	247.625468	221.0932534	251.7656066	150.052063	154.8644274	153.8112488	151.6081091	156.6025132	154.5698936	228.9854599	207.8336444	238.1864798	248.3068565	235.4160553	245.8519952	255.3565877	225.2107967	224.5042579	224.9373415	233.4601912	221.1587517
K00053	236.3891888	230.6760361	244.2378061	239.4947549	255.3120321	225.2582411	140.455297	152.9094068	159.1029159	160.452025	157.4381899	147.3751552	265.0235579	234.7659756	265.1056289	270.4196644	262.3559759	270.4969983	268.6201624	236.4924895	242.2480769	254.2481577	238.8131953	238.8148407
K00826	353.216835	358.2327345	343.4649312	346.356306	364.0286022	342.3675192	244.3966492	249.5173453	257.4001686	246.7615272	253.8939337	264.5469769	358.6584024	333.5824084	380.8964087	377.9735216	380.339583	398.4123428	373.3140215	347.893487	342.6024999	343.6563438	334.3674641	328.8503051
K01649	337.0525455	325.4244176	340.4396838	329.5421628	357.0213248	372.1446195	259.6545417	233.3254473	263.6287944	241.0339606	249.2099617	265.477282	394.2964051	354.7930452	409.39093	438.46656	417.1384988	428.0578911	464.5050733	387.8190681	359.969623	376.7782813	373.4147511	369.2607101
K01652	424.8745537	384.4143244	398.4281454	398.545369	393.229268	408.2226623	300.9237893	320.8728221	318.9941258	318.5937217	324.050855	302.7665708	464.9534383	477.0108914	448.5251618	436.0827062	431.5863819	434.8082136	542.4857841	445.3458971	478.1845859	477.0667749	501.8006095	474.5428526
K01653	250.2583207	247.5633768	272.989085	264.4715426	270.9661848	270.0569436	172.9247925	187.5598618	182.6694449	181.0577633	187.316035	185.0255948	266.4359863	246.2231899	279.886094	292.3087231	271.3974144	276.6330663	280.9197222	255.8679956	266.5669291	256.6849583	276.9297353	258.7013728
K01687	402.7192539	413.1211168	401.1154547	421.0553675	422.1451756	511.6643286	322.4432897	320.4837351	309.8660397	317.3255014	298.6749096	318.1295275	409.3916947	387.3488545	392.8947495	395.760014	385.5401947	381.7821023	411.9178388	397.7541073	430.1289973	400.8345337	424.3751438	421.4830145
K01703	301.5056829	303.0287888	306.8569345	397.0031835	311.8236644	457.0341222	242.7381949	253.5704108	246.2600569	256.655826	245.8811492	278.2979917	361.3435252	328.3421478	344.6895874	342.6904521	339.8337663	350.5568798	352.8173985	328.7402338	322.0404859	328.7580295	327.2469882	317.4763977
K01704	264.6593986	270.0627375	274.9723352	335.9987539	258.1138905	354.6244087	194.8547953	194.7865976	179.0057329	193.4380681	189.2761424	189.1998262	264.0444613	264.8340643	262.6193824	271.5119816	261.4837967	272.5309648	277.3660561	288.640152	277.211875	283.0867832	257.5451963	258.1158526
K01754	155.0656481	124.3824124	138.5398034	144.6062444	130.899003	139.1841241	57.7095975	51.207919	49.47601831	41.1760405	57.9070215	49.196196	199.2419402	200.7900503	195.0818013	181.5140276	194.7098772	195.5997174	226.3536532	162.3259205	184.4574059	157.6795894	190.6436846	178.1191835
K09011	135.6795169	136.4053114	147.6008401	182.6249803	151.3737771	99.45162495	30.21869859	41.96254792	49.47956595	46.7783266	39.25461547	31.42256294	110.6220541	106.2003026	107.5879246	107.9472295	118.6395146	110.9848714	126.9505763	103.4644313	134.1278848	119.4560122	134.2088041	116.5686984
K00001	84.63235655	86.58882527	75.18740226	103.2954223	95.87606221	190.7166819	72.40970066	92.12972419	71.83509747	60.64509008	76.65168752	84.17117388	65.70028513	62.64536243	65.71130698	62.85305603	61.51716766	59.26719652	74.49588828	94.08621511	257.7489	91.54078875	85.72261002	96.33989654
K00002	36.49646442	31.77749781	39.50906769	22.75617013	48.92112459	45.43066321	25.35668777	23.57005349	26.90622485	23.25981876	24.91429779	31.46307719	36.95323777	27.47825049	29.39535477	30.59834556	30.2637909	28.14618896	25.90474739	38.80817298	27.12776803	29.67399787	36.24757934	38.21627845
K00003	85.38576282	109.2966745	93.76436821	66.72925743	94.21961188	121.9235908	208.2467617	189.0228283	200.0783456	185.098022	209.4445066	219.9002253	211.52905	194.2366987	206.3906466	295.0873096	214.9676902	215.1087765	183.8130328	145.069617	152.6855502	136.0341308	162.045295	158.8561779
K00004	15.43327117	9.889578096	10.19213056	7.954294516	12.02080969	20.94164909	35.20804057	39.65943361	26.48651027	23.03316909	39.26649202	35.70856626	28.39698074	23.0832174	22.28078893	19.81242697	22.40955364	20.75982317	24.1762369	29.83831781	23.30497985	19.36612962	33.79518932	26.72034498
K00005	85.14980793	83.7094596	78.31736272	82.15874962	64.82718744	136.8850768	112.6996098	100.6951098	95.50412701	121.3121345	98.22187286	109.0220476	65.90522002	58.60269686	47.6868496	38.70524922	44.33879827	44.01601793	90.75394662	65.40727708	44.43489705	60.51040523	61.77009009	60.81418091
K00007	8.30980069	5.855549609	3.918314295	7.511385969	6.116769974	18.94425655	1.22343544	0.940272588	1.41257033	1.99900414	0.639566663	0.734046019	14.61234421	9.07985429	6.845564916	4.292943713	4.69662705	3.54729968	2.97518723	8.93519318	3.523761726	7.5803526	6.07376164	3.46366511
K00008	298.5213981	243.0991571	264.4689767	385.8135879	254.6513385	610.439876	184.7451985	181.568564	187.387953	163.5541679	158.4209271	173.4729781	325.9344202	259.8465706	232.6451526	190.1197167	213.5108353	198.7292114	229.5996979	317.8989539	278.5420204	284.153371	345.9261411	436.7524158
K00009	62.72769556	33.6646073	51.3925164	24.70969094	46.27072271	42.15573883	46.94870629	40.5659729	42.93925014	41.67555564	54.02927655	55.19574122	40.04947803	38.48082237	40.43060826	29.72115905	32.1201976	37.08412733	42.76640061	33.69901645	17.26402118	22.50746109	27.03143484	29.38468002
K00010	511.7843519	501.037902	498.2744463	682.6673744	549.9716499	532.1451198	312.0185349	383.2406745	381.5662307	331.8966381	319.9561146	352.2905972	595.8769382	458.9924496	563.5654199	647.2555032	616.0746434	711.0253066	420.0872516	572.2922819	411.2036725	417.6216053	466.7779318	466.8741722
K00012	224.074579	222.2494444	224.8225515	162.8104514	257.5700786	172.4188333	283.9019138	317.6019527	285.5346829	282.12259	333.2660442	275.688819	251.6246241	219.0735322	271.5286819	273.5277577	261.702722	272.1989594	291.7946653	305.8505123	303.834188	338.7188694	359.4171806	461.1080304
K00013	213.5794721	202.5296336	217.2545886	240.4337554	220.8997388	258.5835683	305.4839019	299.2304597	303.2007713	310.425765	304.4809666	298.5472327	252.0929562	220.9666801	259.4639496	260.310826	248.3468953	259.6182898	295.8645661	501.1810364	258.6139689	252.8914616	249.4038391	256.657226
K00014	253.6783087	242.5352336	235.8121952	261.2239194	254.0174682	248.1045732	219.2232849	240.4870377	236.6736384	255.6594339	245.4228816	247.2284607	220.234552	223.5196875	223.3763581	217.5477975	221.7676298	217.5344063	196.9485515	209.1045279	223.7415248	208.6060805	207.8164599	198.2674531
K00015	166.1833511	216.7719965	200.9804447	167.6367261	203.5731694	136.0348868	70.90866097	66.9142798	64.32658821	58.56279127	82.85898469	65.0570411	132.6950698	126.4765333	136.7301561	136.5842129	129.1448642	139.5901031	154.4886741	176.7598691	143.1772924	139.769399	130.183281	146.678313
K00016	109.1063654	158.1568026	94.47300795	58.17014073	88.79030718	65.64012356	203.7203887	114.9259179	176.6473327	163.926679	124.4735747	124.7756858	99.3950278	178.7852701	77.02303264	53.25317559	68.83501673	67.25827622	128.612415	69.93908065	102.6942669	67.5796735	106.3157406	109.312448
K00018	177.8229213	164.8743206	191.1929673	133.2844033	194.6387101	168.5065187	166.1317177	167.305489	158.6641507	183.4561111	164.0599411	163.3173652	183.3855706	159.5443466	187.3547401	170.1583423	170.8601611	175.0635122	186.963917	167.1842414	159.4297038	167.6280267	171.8642667	164.1782798
K00019	30.33957152	20.2085227	30.48833094	21.89577868	25.7101662	30.24441029	71.98053169	73.82837564	74.31122455	70.85053239	61.47583121	80.40599647	42.48573102	50.54780831	37.08750858	28.2568788	30.79894649	31.73691684	38.7338294	37.70990513	38.39366986	39.66925453	42.95562976	52.56297281
K00020	93.19984846	94.60896475	74.62017052	51.54254899	63.55821293	83.41303709	119.8566579	98.90574796	88.82549779	82.85664234	105.777315	100.2415608	90.18643432	136.9202233	65.20939366	48.74710356	60.61423661	56.26488724	70.09382476	51.3661726	79.04499628	45.06244385	90.28579396	83.12536962
K00021	0.975959474	1.831177228	1.455631685	1.063086463	1.2689915	2.58670131	20.81840438	11.01161698	14.49934756	8.388809147	14.37971133	21.029081	6.399329708	8.722051154	8.011556467	7.232888216	8.192184022	12.58800594	11.77339242	2.930840068	1.620970416	2.259820834	3.484723434	3.548972127
K00022	7.717318226	10.46474131	8.79099987	6.881746533	8.10077187	2.945343305	23.33497048	13.08889109	21.90912645	7.116602141	11.31465339	13.31321734	3.22740168	5.588224395	5.467099172	5.544345335	5.427288955	7.501159851	8.686070821	2.527932982	3.698712644	2.062383218	3.885566385	3.423118331
K00023	4.362161684	3.092428034	5.57549781	3.950397094	4.39752853	4.58257773	4.412102132	10.76091141	6.121540544	2.70882475	3.404008648	4.702930705	3.137305902	3.51972735	4.131039857	3.5850366	3.641972181	3.603125489	40.72224012	3.347727497	2.533808811	2.282302799	3.882162329	2.275352456
K00024	207.6288044	241.1607896	225.2790638	197.9820584	246.6526969	141.7027786	173.499875	638.2486251	189.7205506	209.4788058	200.1739083	190.8103322	169.0132176	150.7697695	188.2791117	184.1355798	179.2038317	193.0710195	211.6262419	210.4311576	179.2180673	234.6335861	177.7684906	175.1633624
K00027	93.03677733	83.25373677	88.99640892	77.07300331	90.18997811	133.3671708	188.7373538	190.3817466	191.3780805	187.4078292	186.1522488	506.7735165	190.0545941	166.0007154	171.5350944	166.435214	191.3956847	190.8846172	145.8705105	139.5437689	123.8458762	122.6303759	138.6998064	134.9721576
K00029	225.065158	238.5104448	220.1442088	201.3014989	229.0393651	151.971124	170.8219981	177.8967707	178.3366172	193.1528166	167.0703961	147.7786876	149.0114739	194.6792925	159.4014626	158.7222896	140.9580832	152.9160121	202.5489921	168.4286615	202.5831181	179.9371562	187.8495719	181.4365331
K00030	38.34408087	28.31459439	33.45615933	77.95365396	32.58800376	95.3842569	41.46250652	45.39400051	49.94163792	35.9137167	39.36919175	45.61297018	51.77388025	50.24089591	53.38572941	52.9507665	57.29535201	63.99084894	46.04516015	44.12063658	39.38117472	34.92851087	42.63920192	47.19069265
K00031	174.6430261	150.284555	175.6015251	188.9273975	172.0002374	163.4696977	194.4030653	179.6603981	167.9230413	170.7517424	192.9137169	190.1432798	153.014844	133.2881503	155.6509595	153.7331423	155.6818859	150.5582675	196.3469507	159.3316414	146.3860238	160.0589363	146.7554778	149.8671593
K00033	154.7057411	230.4358328	154.1421748	97.52688355	143.6066316	74.75127064	154.1317325	111.6777184	129.6253097	133.0919115	153.1866351	159.6296839	140.9116719	263.9485899	122.4079725	107.8364517	121.1324148	118.0886511	151.1964254	113.6259401	160.4110684	120.4112657	169.7859854	176.8325734
K00034	196.2683848	200.1189487	199.9941568	214.8198123	206.5870075	210.1498281	57.92010648	41.02175383	46.13523342	45.96442512	43.26727676	44.09703756	63.93390456	156.8295664	49.73408529	39.43520917	44.31375717	42.47118336	64.35238638	50.23252697	103.8523427	53.73498824	87.21023871	80.62860944
K00036	104.0849083	145.8500016	112.4041624	90.7963573	104.9276301	72.15672322	122.2873923	93.27333824	79.37595637	92.71209476	99.11342882	101.8985158	78.61400368	142.8735237	67.02902269	60.07852513	64.11220883	62.92549197	99.48153678	91.88019719	115.8824942	108.5895692	111.4795106	113.3153831
K00038	7.436798605	10.89235332	10.08386528	5.972244285	7.323002987	13.56335746	50.09808265	51.10470011	57.40353578	33.85566248	42.21761636	48.27185677	46.40719783	76.79586877	52.39588202	40.11725308	49.69016489	45.56886147	58.07086035	30.78275824	50.10462767	32.23858332	62.81478471	55.94252065
K00039	1.57653737	1.040565624	0.85159754	0.242739318	0.98558629	0.264766707	2.666802636	2.23316242	3.27468889	8.111840665	3.18670922	3.43571268	5.44038332	15.95727254	2.63990678	0.21312854	1.10089506	0.64843034	1.926618304	1.931250274	6.014753537	3.84220209	5.758761783	6.826513309
K00040	39.51510475	42.33595123	44.7080223	45.70440827	40.30732245	67.93334548	84.07936817	70.98981426	59.74109449	69.96800838	66.67737881	68.40245786	75.9620414	47.3176201	46.90829665	47.19917473	47.33063558	39.22019535	80.09779032	100.6860847	100.9576663	91.9410632	81.35220282	99.27324196
K00041	169.8143816	147.7789236	176.4288645	201.8324983	162.8063069	151.1644817	125.160956	130.2946496	138.758233	149.6127996	115.544707	122.6492136	119.5416595	99.13846692	107.500313	106.6518402	99.8726514	103.4839514	98.91214821	121.9242845	123.7821966	132.3197746	106.6429308	117.5612103
K00042	89.31802492	64.87398742	63.16799404	126.5801811	70.8325994	196.5432201	50.41728743	53.95728877	42.6241287	39.87813051	62.50019988	56.41268265	118.1635454	94.77657153	99.41834729	88.1677092	85.02092021	82.53657306	107.1147603	90.31157461	98.64732889	76.16561745	110.6113156	90.33774837
K00043	5.197920124	0.62637266	1.03460145	0.799035022	1.045844525	0.884509847	1.43201382	1.08492088	1.374649482	1.45493799	1.187264995	1.289307952	0.605870504	0.63446813	0.77728507	0.48386548	0.542919993	0.730858816	0.08692031	0.1429548	0.033337932	0.06992361	0.060723346	0.07258365
K00045	3.688632361	5.659824544	4.844818745	1.626529501	8.28540381	1.312794929	27.1720171	29.22358958	25.72616732	21.57488248	27.10202952	36.19224211	9.382762778	8.70226926	10.15909684	7.493129613	9.839460822	8.579085257	14.1926071	16.77358644	12.98161277	11.46689216	19.92720122	16.87418352
K00046	263.4019792	228.513932	265.1614861	299.1580745	265.6473738	240.2990832	177.3522234	185.5523133	182.43873	203.1007696	159.8029969	174.1437441	202.3411712	167.9543269	175.6748335	164.6066853	163.7141575	164.5257841	175.3927055	172.2742603	186.75547	190.7004151	167.2249743	165.5099023
K00048	61.76484224	64.84187559	81.34011384	42.95847576	69.80607782	36.00250558	81.29209009	96.63033059	80.08618631	106.1069565	73.32316906	69.67610996	45.73175174	37.52723492	36.46553397	36.72724292	34.15627041	34.75888626	33.35480908	33.97996409	40.64225297	49.52548041	54.07233283	43.70980833
K00054	84.34947017	47.33736583	27.08123846	13.56624353	25.17300665	17.29017576	57.20281675	32.22160096	38.36417891	65.02812647	36.01442527	30.27668551	34.12037529	99.24439013	24.74255887	18.10514795	16.93817128	16.59880931	49.06037696	14.34428023	48.16774734	14.15574985	50.96848782	50.99775896
K00055	25.48010602	35.22797137	34.51502063	10.68131334	26.31412863	21.13820879	47.36000109	23.42262577	45.37500992	30.50284262	22.7309392	33.82898855	25.81348156	69.57881203	20.17486768	14.33188317	18.32879385	18.09831362	40.8412875	18.18503034	37.15140952	21.56980266	52.23186799	40.34066719
K00057	265.6982192	274.9526361	263.841514	242.7373872	825.6318907	240.4890828	323.9022954	316.9272828	344.5673201	331.2160355	342.4380486	334.0080139	422.89911	358.7214352	358.3551368	332.9873037	342.8040099	328.6217798	317.4379288	487.8718686	352.4013537	308.1695336	329.8282052	336.2767807
K00058	442.3828537	367.1691616	393.7192132	365.3815038	395.7933425	501.9500652	547.931519	513.305571	519.6926638	510.7688404	569.8077677	549.763892	529.4597504	516.6140094	513.5417682	487.0069702	511.9546633	514.0092208	425.1464274	454.5623795	413.4818484	413.1974677	457.8659024	455.6461728
K00059	1378.311519	1257.943078	1285.173753	1412.089282	1310.609647	1528.176685	1184.967096	1213.724666	1102.344566	1135.078405	1238.108646	1245.294446	1124.480143	1237.383873	1092.354889	1067.325308	1080.665921	1089.248955	1197.373505	1079.425564	1113.056621	1065.61649	1174.345306	1087.075817
K00060	97.88856937	78.0203466	88.483018	90.22930863	82.22075034	74.96100082	45.23463701	56.936993	51.91984424	50.61239722	50.76124672	53.9133752	79.53590371	86.6253518	81.39676869	77.56187948	80.21677071	76.57449509	72.50196661	70.91291363	87.60780842	76.34282303	96.42393676	78.49180102
K00064	12.64284679	2.587028548	3.84270096	1.154227642	4.018386399	1.05548779	28.49498162	60.24607713	29.44916938	27.7312226	24.48616679	30.71552966	0.912862876	0.861887772	1.04960413	0.881859019	0.963410572	0.896440418	2.037455236	4.423791634	2.030809736	2.698741267	2.461596677	4.767974582
K00065	109.385433	115.6708877	98.56560729	94.15164666	89.65599358	152.6895961	73.87572667	73.92579884	75.54985066	72.03863241	81.84610454	99.96704681	94.69309629	85.60590925	83.5280179	79.84613189	83.24703779	81.3723992	72.78376125	72.72126325	76.53153792	72.36771632	101.1349058	84.8722434
K00066	0.38415478	0.25437596	0.37726004	0.800157963	0.4174713	0.259991689	4.79686009	7.368476106	1.10757084	0.908055063	3.522746355	1.54003108	2.964653298	2.46481295	9.54477928	7.027528394	4.79190302	5.924781785	0.330628509	0.346868769	0.43374558	1.864271825	0.331537312	0.307010089
K00067	316.4502545	279.028273	303.7074362	302.8028817	297.114945	265.9255087	273.1890401	273.5285952	272.328074	303.3374159	273.4980142	253.1357688	272.8087901	250.2851235	296.2795627	314.523859	278.1462357	282.208704	291.9558498	246.9570698	289.1376707	282.0534261	258.2272572	245.5492553
K00068	42.01926313	36.38546451	45.05020638	24.31119785	43.31504315	47.05480458	44.24615988	43.97381289	48.03948548	55.18739506	42.11054215	49.30191811	57.74837108	46.10472526	54.19901804	60.23974687	60.46056582	62.37457138	83.21668311	52.59576626	31.9857885	39.38178338	42.6495047	42.28834099
K00073	16.79718594	9.914939845	8.156141911	11.26889523	11.08333218	27.00614232	6.643089207	5.872095402	5.68113493	8.02225865	6.830884313	5.763059015	17.61285837	12.09680137	9.971020357	7.521404933	8.87678347	8.669164124	5.748674822	13.3887763	8.436818449	10.65843219	13.25129732	8.700062732
K00074	179.5145236	184.7446816	170.0768476	220.0933171	150.6647521	290.131464	171.7569203	167.4814266	178.2302762	175.4156073	161.6034704	188.8716669	189.4911947	182.157107	183.0631368	197.6905948	212.1376853	175.7614563	191.8132646	155.8352136	143.4493775	136.5227806	166.2342923	155.3209448
K00075	261.4174919	296.7856519	260.7286095	219.9025987	270.7396928	230.0281178	338.7329952	322.863507	344.3386935	330.2668645	334.971797	333.6618833	305.5112433	334.1205404	299.0493104	306.6491683	311.4952659	307.7879445	301.6537796	270.2624679	286.3092432	267.2009805	275.2098439	284.1882266
K00076	2.334829067	3.208060138	2.80058932	2.724167779	2.884818162	1.700025131	9.398281178	10.18366522	12.71549324	12.01732629	16.5388561	24.3176381	4.037780516	5.098330265	5.435988334	4.57897798	5.396932445	7.056238234	9.858154726	6.718242294	2.319664368	18.97442755	5.156535586	6.708138561
K00077	219.714485	219.2461177	209.5094044	229.8697075	202.3692021	219.8738168	160.2173345	148.5033592	142.5283831	153.2098637	153.156737	165.9255271	128.3617353	163.5198554	132.1436627	132.0050386	124.7510467	131.4829679	209.3097975	166.646808	172.3558847	167.9552629	179.8360723	171.2272617
K00078	95.63987493	55.07202284	97.28988595	120.3920784	74.62541102	97.32769654	113.2543097	112.3695241	111.1490632	131.5766074	116.143409	97.41600567	66.26193307	99.30149957	59.44322193	48.67491335	54.18939587	58.65950106	89.84935404	80.01919413	84.79358596	57.77461732	87.51708136	82.8068054
K00079	1.17056582	2.22814184	2.70703702	0.340595941	1.60017819	1.17156854	1.414430727	0.797388844	1.193035567	0.972737097	1.277326166	1.26823746	0.4376288	3.03778395	0.71078333	0.62538845	0.3588318	0.39719185	1.65126236	3.50075234	1.89472014	2.41552779	1.9854253	2.25146335
K00084	1.16067797	1.03770466	1.30494192	3.11524104	1.79190526	3.49780305	2.045938735	0.751230934	1.21861509	1.47088029	1.56795555	1.33864741	0.111201838	0.143073395	0.135591157	0.192191106	0.20348856	0.130293524	0.449038542	0.84118195	0.787737451	0.53043711	0.466648683	0.95304
K00086	12.93538247	5.735368637	9.839495905	4.714617219	10.03335441	10.38197456	35.84403118	23.64450813	24.19194017	30.46278167	18.89072675	21.29099312	45.79498013	117.6710189	45.24424679	189.7807656	37.98901976	39.9325817	33.04398811	26.17636736	58.62516872	20.49324797	66.79182869	62.30954187
K00087	61.8425233	63.93755201	69.6658522	73.12537386	62.7130701	128.5727713	95.81096035	97.79418467	100.4777068	96.5004478	128.6360176	167.6417075	149.0171401	129.1743448	157.6637756	143.0209657	152.2344652	163.9540018	110.0170382	103.7370602	90.39928148	89.98876401	129.8230404	114.3361954
K00088	355.035277	353.039032	347.2910151	347.428213	355.2401821	319.7806492	457.0862786	450.6816651	455.3534415	439.8824486	474.6464516	483.7323015	421.3562497	450.1857333	417.2918639	419.2388282	421.9233378	431.1288658	398.3541141	376.7518024	418.2559731	387.86658	401.912641	382.4697275
K00090	15.45822945	3.707630996	6.066341815	2.458788417	7.336918591	10.53722809	7.00236974	8.512990648	1.13329561	1.83942078	1.496501728	3.060271865	3.578103753	3.469835088	2.931433357	3.270417844	2.915610486	2.918385774	7.090599843	4.580355071	2.777097361	4.631636338	4.30284045	3.108602019
K00091	62.49685659	75.53754107	68.20828968	68.49700138	79.89178792	77.08361853	59.61588671	68.24819943	57.19950046	59.16025133	76.13719951	63.34031217	49.34390068	47.99161762	50.83074006	60.30551711	61.7180034	65.78608673	57.03412951	93.73580289	74.32520786	84.18762443	69.30031724	69.55343251
K00096	80.16115564	113.9010003	91.60508344	88.30802093	108.847365	131.3151992	125.2555364	125.5591872	120.8432757	92.71449818	127.7277156	150.4817813	140.5122303	138.5371749	165.3621156	178.6045563	179.9670537	191.1089704	127.8631667	138.3982051	126.4755342	151.0351797	154.5064739	149.2017446
K00097	186.8961354	203.9055091	201.3175136	180.9726761	219.1617107	147.5984371	163.4700188	188.8907391	173.7765741	171.6891208	186.5897681	173.3546674	146.4560845	126.8942077	162.7691051	159.7681686	168.6826641	163.5870182	152.2087786	170.8113206	159.1573331	169.203008	139.3259713	135.1317005
K00098	7.659447485	3.518264536	3.222100983	2.744967592	3.920477926	5.120424074	3.03941704	2.10092951	2.72984137	2.36591821	1.86599814	3.52974097	3.136578882	3.514649043	2.2898547	1.436466269	1.946303712	1.611372317	2.44746114	4.275953534	3.535136903	3.62933189	4.582462932	4.2549977
K00099	261.1682329	266.4836332	276.3624969	259.2259933	287.6562527	258.2211202	283.0051639	301.6560285	306.2979299	292.4395017	309.1484851	297.5652883	314.7052174	278.2989345	322.8417161	326.0274018	319.1782572	329.0079163	309.5141766	297.7827683	273.1519688	295.2945905	269.7046039	268.3812692
K00100	20.92265806	80.1059683	32.02343567	5.3312558	28.4966499	13.36020459	31.98019862	17.41053914	17.73105343	19.77833302	25.01470598	18.55075076	18.21687391	38.65252597	11.71171859	9.659562113	11.71937593	10.66577286	40.07574322	13.83389547	41.45121615	11.25661245	27.35732203	35.30576003
K00101	6.36844709	0.654540726	1.783298822	3.82866689	2.312439695	0.743057581	12.71559728	15.03010287	7.26144985	7.490885834	10.39836784	18.85840824	2.003003264	2.601986505	2.67605248	1.952521697	2.429691609	2.029066591	5.146860561	6.514084116	2.819546783	5.240548416	3.602678681	2.550506703
K00102	16.95719149	11.18638123	12.93777107	44.26448302	10.18211546	58.44433398	16.70613733	17.02361271	13.73506869	11.12337223	26.32194104	36.38020268	22.29802522	19.584414	21.03271174	19.9829604	20.17051924	21.59835144	36.0749181	19.5591812	15.89901987	18.62736198	17.6651647	15.77913284
K00104	38.81339339	82.84995634	36.44571446	19.68275891	52.46957837	68.71271328	93.18095721	88.28433835	82.28850018	66.50702907	74.14033079	83.03691309	44.61901175	53.03810104	60.42061943	70.83912812	65.05893351	61.14927762	70.48592279	39.62214899	51.75999795	39.46392056	60.7856932	51.66242451
K00105	19.8224071	2.491624754	10.7199255	3.126280116	4.59493998	0.970476548	13.65476484	6.26713743	9.84564313	14.02928336	13.67517723	9.311173845	14.97864512	37.23451306	6.748292761	2.036463126	4.266947456	2.677021165	18.46613912	5.297637333	7.145497083	4.146080088	9.11261113	9.343417542
K00108	12.67468716	4.98132734	5.445544366	1.260218077	6.20828271	2.256133454	53.52707961	63.80262007	34.91094247	28.07558081	53.50800506	61.60507017	2.640694538	3.673682473	3.7163479	3.040476562	3.703361988	3.788793505	24.19754517	8.966158865	3.576252386	6.178230958	4.496268032	3.815228452
K00109	0.62158546	0.72120361	1.08684743	0.293848871	1.4143951	1.672973232	0.75790925	0.49870003	0.53772321	0.236649044	0.44557472	0.8209804	0	0	0	0	0	0	0.2633178	0.40682223	0.26625785	0.3209506	0.9239609	0.45976067
K00111	251.3695438	203.1250953	221.5165833	251.671359	225.5903749	352.7090454	266.841949	257.9050675	256.5016473	216.7124721	259.176865	298.8796517	315.4806245	284.1361814	295.1780459	301.2807013	303.2458111	321.3734586	298.2048746	278.2666489	251.4638293	254.2564468	286.7280943	284.0722029
K00112	43.10633326	35.28169587	28.57239673	32.72122147	32.05787363	190.9678151	7.147237033	11.58901545	9.312858526	6.14850795	9.505525652	11.73125386	13.55987644	13.97275782	19.27085523	15.1778954	15.11901282	15.83177531	21.34653278	22.39876358	46.09357695	25.1066663	25.67990802	26.66608934
K00113	38.51158682	30.89152189	24.40794986	28.36094266	30.29372941	29.19786301	11.85863614	15.7139362	12.56255837	8.659835819	12.81688794	18.7337673	28.40777273	26.95481799	32.31482255	28.06583732	27.18488058	28.46446322	29.07705168	31.20967182	43.73009843	34.42005223	36.17327393	35.12702585
K00114	2.047457872	0.900128454	1.20462086	0.740020021	0.77863897	1.584374266	5.15605378	7.31402527	1.65297259	1.509153103	2.75099277	3.34780054	0.19905406	0.13999566	0.15196183	0.13011503	0.13456191	0.14469191	0.46131106	0.6641561	0.234631	0.27345251	0.33497876	0.62486035
K00116	7.29781137	1.196328037	3.29137039	2.493490712	2.10120647	1.544744589	29.77819125	28.5701614	17.77407734	16.5087759	26.05158014	43.98610832	2.580254555	3.00529302	3.705851494	9.039717573	9.946346807	3.712009634	37.21860879	8.912562192	5.38222329	7.171561856	4.444889897	3.255457968
K00117	12.18491396	3.777851112	4.024372538	3.904336464	6.903834043	6.635031509	19.30353915	17.69563847	13.25797429	12.21920225	10.69859623	22.30025132	2.596011583	2.444098419	3.120437682	4.619984645	4.537034011	4.0821451	9.313183558	15.81672046	11.02232227	12.1650405	11.53555454	11.47418761
K00118	0.53655887	0.207805639	0.181316964	0.206509066	3.3624888	0.266392314	0.33428957	0.397699	0.276925517	0.10729761	0.514454805	0.59720194	0	0	0	0	0	0	0	0	0	0	0	0
K00121	16.92598125	2.680421558	5.592557211	29.18619572	6.238826855	31.18553366	20.52512232	27.40842804	23.33195454	21.41229926	25.68494553	41.04707566	6.54979476	7.100624048	4.63349537	4.27168161	4.427783064	4.195862688	8.401786206	9.175181884	6.045375838	9.11546774	6.743623565	4.762787835
K00123	83.0773838	64.71487282	61.4020574	23.65465997	79.65532854	131.0323358	82.35615428	84.53014775	69.31924846	75.2379712	97.02785208	114.833952	117.9978629	130.3162719	195.2526825	240.5909678	174.988425	181.5083958	281.0962017	111.6354191	137.9275059	111.4104364	186.457585	151.8143231
K00124	62.69524295	52.37279472	45.83622426	16.63210038	63.0125728	94.15820594	23.96876428	31.68874657	18.65426466	18.9632855	31.73041301	38.64783569	58.02023749	72.9975294	127.8539372	146.0571803	85.88532455	103.7919904	191.5980193	91.40986043	104.9064622	105.8659537	157.2607395	119.5114249
K00125	44.75511435	31.13588941	32.25666212	51.93336395	35.10973288	69.69112811	28.59360278	27.45746565	28.38614055	24.44725606	30.03563798	42.9081215	72.0784569	67.91134102	84.20549754	88.41210193	85.16042535	85.36852258	74.74360104	56.23382968	67.80223926	57.25133065	77.14582497	69.41570844
